source,stage_num,stage,quantity,value,unit
scene_rs,1,raw_colour,frame width,640,px
scene_rs,1,raw_colour,frame height,480,px
scene_rs,1,raw_colour,"focus, variance of Laplacian",427.8,-
scene_rs,1,raw_colour,pixels clipped white,0.208,%
scene_rs,1,raw_colour,pixels crushed black,0,%
scene_rs,1,raw_colour,mean blue,107.04,0-255
scene_rs,1,raw_colour,mean green,115.92,0-255
scene_rs,1,raw_colour,mean red,101.81,0-255
scene_rs,1,raw_colour,median grey,117,0-255
scene_rs,1,raw_colour,grey std,65.62,0-255
scene_rs,2,intrinsics,fx,603.0215,px
scene_rs,2,intrinsics,fy,603.1288,px
scene_rs,2,intrinsics,cx,320.1252,px
scene_rs,2,intrinsics,cy,247.7821,px
scene_rs,2,intrinsics,image centre u,320,px
scene_rs,2,intrinsics,image centre v,240,px
scene_rs,2,intrinsics,principal point offset from centre,7.78,px
scene_rs,2,intrinsics,that offset at 1 m range,12.9,mm
scene_rs,2,intrinsics,horizontal field of view,55.906,deg
scene_rs,2,intrinsics,vertical field of view,43.398,deg
scene_rs,2,intrinsics,ground sample distance at 1 m,1.6583,mm/px
scene_rs,3,hsv,median hue,71,0-179
scene_rs,3,hsv,median saturation,35,0-255
scene_rs,3,hsv,median value,126,0-255
scene_rs,3,hsv,pixels below S=80,85.432,%
scene_rs,3,hsv,pixels below V=40,16.223,%
scene_rs,3,hsv,pixels above V=200,9.992,%
scene_rs,4,green_threshold,hue low,40,0-179
scene_rs,4,green_threshold,hue high,85,0-179
scene_rs,4,green_threshold,saturation floor,80,0-255
scene_rs,4,green_threshold,value floor,40,0-255
scene_rs,4,green_threshold,pixels selected,1733,px
scene_rs,4,green_threshold,fraction of the frame,0.5641,%
scene_rs,4,green_threshold,median S of the selected,89,0-255
scene_rs,4,green_threshold,median V of the selected,46,0-255
scene_rs,5,morphology,kernel,9x9,px
scene_rs,5,morphology,pixels before,1733,px
scene_rs,5,morphology,pixels after,187,px
scene_rs,5,morphology,pixels removed,1546,px
scene_rs,5,morphology,removed,89.209,%
scene_rs,5,morphology,blobs before,234,count
scene_rs,5,morphology,blobs after,1,count
scene_rs,6,components,components over 40 px,1,count
scene_rs,6,components,largest area,187,px
scene_rs,6,components,total area kept,187,px
scene_rs,6,components,median area,187,px
scene_rs,7,vocabulary,colour terms tested,11,count
scene_rs,7,vocabulary,terms with any pixels,5,count
scene_rs,7,vocabulary,largest term,black,-
scene_rs,7,vocabulary,its pixel count,55580,px
scene_rs,8,region_mean,regions tested,1,count
scene_rs,8,region_mean,regions passing,1,count
scene_rs,8,region_mean,regions rejected as near-black,0,count
scene_rs,8,region_mean,blue ratio threshold,1.25,-
scene_rs,8,region_mean,red ratio threshold,1.8,-
scene_rs,8,region_mean,near-black floor,25,0-255
scene_rs,11,fastsam,regions returned,83,count
scene_rs,11,fastsam,largest region,74681,px
scene_rs,11,fastsam,largest as a fraction of the frame,24.31,%
scene_rs,11,fastsam,smallest region,77,px
scene_rs,11,fastsam,median region,596,px
scene_rs,11,fastsam,inference time,5.96,s
scene_rs,11,fastsam,input size,1024,px
scene_rs,11,fastsam,confidence threshold,0.25,-
scene_rs,11,fastsam,NMS IoU,0.7,-
scene_rs,11,fastsam,device,cpu,-
scene_rs,12,area_filter,regions in,83,count
scene_rs,12,area_filter,kept,83,count
scene_rs,12,area_filter,rejected as noise,0,count
scene_rs,12,area_filter,rejected as too large,0,count
scene_rs,12,area_filter,lower bound,60,px
scene_rs,12,area_filter,upper bound,107520,px
scene_rs,12,area_filter,upper bound as a fraction,0.35,-
scene_rs,13,segment_match,colour word parsed,green,-
scene_rs,13,segment_match,regions considered,83,count
scene_rs,13,segment_match,regions matched,1,count
scene_rs,13,segment_match,regions rejected on colour,82,count
scene_rs,13,segment_match,best score,0.089,0-1
scene_rs,15,raw_depth,depth width,640,px
scene_rs,15,raw_depth,depth height,480,px
scene_rs,15,raw_depth,pixels with a return,85137,px
scene_rs,15,raw_depth,that fraction,27.71,%
scene_rs,15,raw_depth,median range,3.8297,m
scene_rs,15,raw_depth,5th percentile,2.997,m
scene_rs,15,raw_depth,95th percentile,12.689,m
scene_rs,15,raw_depth,nearest return,0.741,m
scene_rs,15,raw_depth,furthest return,65.535,m
scene_rs,15,raw_depth,returns inside the working gate,12,px
scene_rs,15,raw_depth,gate near,0.08,m
scene_rs,15,raw_depth,gate far,1.5,m
scene_rs,16,alignment,re-projection needed,no,-
scene_rs,16,alignment,aligner,librealsense rs.align,-
scene_rs,32,people,people detected,1,count
scene_rs,32,people,landmarks per person,33,count
scene_rs,32,people,inference time,4.61,s
scene_rs,32,people,depth attached to landmarks,yes,-
scene_rs,33,self_view,pixels nearer than the gate,0,px
scene_rs,33,self_view,that fraction,0,%
scene_rs,33,self_view,nearest return of all,0.741,m
scene_rs,33,self_view,blobs of near return,0,count
scene_rs,33,self_view,this camera is on the hand,no,-
