source,stage_num,stage,quantity,value,unit
right_gripper,17,deprojection,centroid X,0.0281,m
right_gripper,17,deprojection,centroid Y,0.0911,m
right_gripper,17,deprojection,centroid Z,0.5414,m
right_gripper,18,ransac,normal x,0.1263,-
right_gripper,18,ransac,normal y,-0.9408,-
right_gripper,18,ransac,normal z,-0.3147,-
right_gripper,18,ransac,offset d,0.2982,m
right_gripper,18,ransac,points fitted,42575,count
right_gripper,18,ransac,points scored,42575,count
right_gripper,18,ransac,inliers,22667,count
right_gripper,18,ransac,inlier fraction,53.24,%
right_gripper,18,ransac,residual RMS,1.604,mm
right_gripper,18,ransac,inlier tolerance,6,mm
right_gripper,18,ransac,RANSAC iterations,400,count
right_gripper,18,ransac,angle to the optical axis,71.66,deg
right_gripper,19,pca_refine,normal moved,0,deg
right_gripper,19,pca_refine,RMS before refinement,1.604,mm
right_gripper,19,pca_refine,RMS after refinement,1.604,mm
right_gripper,19,pca_refine,inliers with the matched pair,22667,count
right_gripper,19,pca_refine,inliers with a mixed normal and offset,22667,count
right_gripper,19,pca_refine,inliers lost by mixing,0,count
right_gripper,20,height_map,height threshold,5,mm
right_gripper,20,height_map,points above it,19936,count
right_gripper,20,height_map,that fraction,46.826,%
right_gripper,20,height_map,tallest point,357.78,mm
right_gripper,20,height_map,lowest point,-16.42,mm
right_gripper,20,height_map,median height,1.999,mm
right_gripper,21,mode_surface,bin width,2,mm
right_gripper,21,mode_surface,points binned,42575,count
right_gripper,21,mode_surface,share in the fullest bin,27.55,%
right_gripper,21,mode_surface,share required,20,%
right_gripper,21,mode_surface,modal bin centre,-0.2976,m
right_gripper,21,mode_surface,refined estimate,-0.2982,m
right_gripper,21,mode_surface,spread of the inliers,1.647,mm
right_gripper,21,mode_surface,inlier band,6,mm
right_gripper,21,mode_surface,a plain mean would say,-0.2525,m
right_gripper,21,mode_surface,that mean's error,45.71,mm
right_gripper,21,mode_surface,RANSAC's own offset,-0.2982,m
right_gripper,21,mode_surface,the two estimators differ by,0.059,mm
right_gripper,23,cube_measurement,object points,155,count
right_gripper,23,cube_measurement,points that are the colour but ON the plane,717,count
right_gripper,23,cube_measurement,points off the plane but not the colour,19781,count
right_gripper,23,cube_measurement,top above the plane,56.43,mm
right_gripper,23,cube_measurement,median height,20.8,mm
right_gripper,23,cube_measurement,centre x,0.0503,m
right_gripper,23,cube_measurement,centre y,0.0521,m
right_gripper,23,cube_measurement,centre z,0.7222,m
right_gripper,23,cube_measurement,range to the centre,0.7258,m
right_gripper,23,cube_measurement,plane RMS,1.604,mm
right_gripper,23,cube_measurement,plane inlier fraction,0.5324,-
right_gripper,23,cube_measurement,minimum points the pick requires,60,count
right_gripper,24,layers,region area,247200,px
right_gripper,24,layers,points lifted from it,16669,count
right_gripper,24,layers,points above the plane,7661,count
right_gripper,24,layers,pixels removed by the 1 px erosion,3317,px
right_gripper,24,layers,layers found,3,count
right_gripper,24,layers,lowest point,4.02,mm
right_gripper,24,layers,highest point,63.7,mm
right_gripper,25,min_width,instance points,7661,count
right_gripper,25,min_width,"minimum width, rotating calipers",190.72,mm
right_gripper,25,min_width,at this angle in the plane,170.5,deg
right_gripper,25,min_width,"PCA short axis, THE CONTROL",225.73,mm
right_gripper,25,min_width,"axis-aligned box, THE CONTROL",238.2,mm
right_gripper,25,min_width,PCA overstates by,35.01,mm
right_gripper,25,min_width,long axis,399.44,mm
right_gripper,25,min_width,height,59.69,mm
right_gripper,25,min_width,jaw span,85,mm
right_gripper,25,min_width,graspable as it lies,no,-
right_gripper,25,min_width,sweep step,0.5,deg
right_gripper,26,nested,instances in,21,count
right_gripper,26,nested,kept,18,count
right_gripper,26,nested,dropped as already explained,3,count
right_gripper,26,nested,voxel size,5,mm
right_gripper,26,nested,overlap fraction that rejects,0.55,-
right_gripper,29,table,points on the surface,19655,count
right_gripper,29,table,surface extent along its first axis,0.4315,m
right_gripper,29,table,surface extent along its second axis,0.4637,m
right_gripper,29,table,area spanned,0.2001,m2
right_gripper,29,table,perpendicular distance from the camera,0.2902,m
right_gripper,29,table,distance to the middle of that extent,0.6661,m
right_gripper,29,table,nearest point on the surface,0.4646,m
right_gripper,29,table,furthest point on the surface,0.935,m
right_gripper,29,table,tilt from the optical axis,71.69,deg
right_gripper,29,table,"flatness, RMS of the inliers",1.664,mm
right_gripper,30,boxes3d,objects posed,12,count
right_gripper,30,boxes3d,nearest object,0.3959,m
right_gripper,30,boxes3d,furthest object,0.9021,m
right_gripper,30,boxes3d,largest footprint,600.8,mm
right_gripper,30,boxes3d,tallest object,221.1,mm
right_gripper,30,boxes3d,graspable within the 85 mm jaw,8,count
right_gripper,31,distances,objects measured,10,count
right_gripper,31,distances,nearest object,0.3974,m
right_gripper,31,distances,furthest object,0.9021,m
right_gripper,31,distances,closest pair,0.0025,m
right_gripper,31,distances,tightest free gap,0,m
right_gripper,31,distances,what the origin IS,"the wrist camera, so range is distance from the HAND",-
right_gripper,33,self_view,pixels nearer than the gate,0,px
right_gripper,33,self_view,that fraction,0,%
right_gripper,33,self_view,nearest return of all,0.298,m
right_gripper,33,self_view,blobs of near return,0,count
right_gripper,33,self_view,this camera is on the hand,yes,-
