t,phase,master_x,master_y,master_z,master_qx,master_qy,master_qz,master_qw,pointing_x,pointing_y,pointing_z,clutch,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,cmd_x,cmd_y,cmd_z,gripper_rad,autonomy_state,intent_top,intent_top_p,intent_margin,intent_ambiguous,intent_dist,intent_ids,grasp_offered,channels_live,ik_success,ik_fail,ik_rejected,clearance_m,payload_kg,estop
0.5037,reach,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.0,0.0,0.0,1.0,-0.33864273073929785,-0.4740998230350188,0.8127425537743149,1,-0.4332769768046142,0.3347685149505327,1.185493319956653,-5.3176054148118525e-05,8.25263784441643e-06,1.9732859084138622e-05,0.9999999983574077,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26152.0,4487.0,2.0,0.1397661165869677,0.0,0
0.5065,reach,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.0,0.0,0.0,1.0,-0.33864273073929785,-0.4740998230350188,0.8127425537743149,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26152.0,4487.0,2.0,0.1397661165869677,0.0,0
0.5103,reach,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.0,0.0,0.0,1.0,-0.33864273073929785,-0.4740998230350188,0.8127425537743149,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5137,reach,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.0,0.0,0.0,1.0,-0.33864273073929785,-0.4740998230350188,0.8127425537743149,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4398185638443584,0.3253540106178986,1.2015645532264603,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5192,reach,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.0,0.0,0.0,1.0,-0.33864273073929785,-0.4740998230350188,0.8127425537743149,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5201,reach,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.0,0.0,0.0,1.0,0.6443324681287026,0.31116198949913276,-0.6985799072447734,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5205,reach,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.0,0.0,0.0,1.0,0.6443324681287026,0.31116198949913276,-0.6985799072447734,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5231,reach,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.0,0.0,0.0,1.0,0.6443324681287026,0.31116198949913276,-0.6985799072447734,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5246,reach,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.0,0.0,0.0,1.0,0.6443324681287026,0.31116198949913276,-0.6985799072447734,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
0.5308,reach,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.0,0.0,0.0,1.0,0.6443324681287026,0.31116198949913276,-0.6985799072447734,1,-0.4364065930119292,0.3303887830621754,1.1930002569954148,-5.144803008233502e-05,5.962357123745489e-06,2.1020910903293836e-05,0.9999999984378359,-0.4382721659208495,0.32610079939269654,1.1998879614490727,0.7929,ASSIST,tag_1,0.9725035386790039,0.9450070773580077,0,"[0.027496461320996174, 0.9725035386790039]","[""tag_0"", ""tag_1""]",1,"{""j1"": true, ""j2"": true, ""j3"": true, ""j4"": true, ""j5"": true, ""j6"": true, ""j7"": true, ""accel"": true, ""gyro"": true, ""imu2"": true}",26153.0,4487.0,2.0,0.13834012372773363,0.0,0
