source,stage_num,stage,quantity,value,unit
left_gripper,1,raw_colour,frame width,1280,px
left_gripper,1,raw_colour,frame height,720,px
left_gripper,1,raw_colour,"focus, variance of Laplacian",38,-
left_gripper,1,raw_colour,pixels clipped white,0.014,%
left_gripper,1,raw_colour,pixels crushed black,0.108,%
left_gripper,1,raw_colour,mean blue,147.21,0-255
left_gripper,1,raw_colour,mean green,144.93,0-255
left_gripper,1,raw_colour,mean red,151.36,0-255
left_gripper,1,raw_colour,median grey,154,0-255
left_gripper,1,raw_colour,grey std,56.71,0-255
left_gripper,2,intrinsics,fx,1298,px
left_gripper,2,intrinsics,fy,1299,px
left_gripper,2,intrinsics,cx,620.914,px
left_gripper,2,intrinsics,cy,238.2803,px
left_gripper,2,intrinsics,image centre u,640,px
left_gripper,2,intrinsics,image centre v,360,px
left_gripper,2,intrinsics,principal point offset from centre,123.21,px
left_gripper,2,intrinsics,that offset at 1 m range,94.9,mm
left_gripper,2,intrinsics,horizontal field of view,52.504,deg
left_gripper,2,intrinsics,vertical field of view,30.988,deg
left_gripper,2,intrinsics,ground sample distance at 1 m,0.7706,mm/px
left_gripper,3,hsv,median hue,133,0-179
left_gripper,3,hsv,median saturation,16,0-255
left_gripper,3,hsv,median value,163,0-255
left_gripper,3,hsv,pixels below S=80,85.756,%
left_gripper,3,hsv,pixels below V=40,0.842,%
left_gripper,3,hsv,pixels above V=200,25.23,%
left_gripper,4,green_threshold,hue low,40,0-179
left_gripper,4,green_threshold,hue high,85,0-179
left_gripper,4,green_threshold,saturation floor,80,0-255
left_gripper,4,green_threshold,value floor,40,0-255
left_gripper,4,green_threshold,pixels selected,31551,px
left_gripper,4,green_threshold,fraction of the frame,3.4235,%
left_gripper,4,green_threshold,median S of the selected,107,0-255
left_gripper,4,green_threshold,median V of the selected,142,0-255
left_gripper,5,morphology,kernel,9x9,px
left_gripper,5,morphology,pixels before,31551,px
left_gripper,5,morphology,pixels after,30751,px
left_gripper,5,morphology,pixels removed,800,px
left_gripper,5,morphology,removed,2.536,%
left_gripper,5,morphology,blobs before,41,count
left_gripper,5,morphology,blobs after,1,count
left_gripper,6,components,components over 40 px,1,count
left_gripper,6,components,largest area,30751,px
left_gripper,6,components,total area kept,30751,px
left_gripper,6,components,median area,3.075e+04,px
left_gripper,7,vocabulary,colour terms tested,11,count
left_gripper,7,vocabulary,terms with any pixels,7,count
left_gripper,7,vocabulary,largest term,white,-
left_gripper,7,vocabulary,its pixel count,234039,px
left_gripper,8,region_mean,regions tested,1,count
left_gripper,8,region_mean,regions passing,0,count
left_gripper,8,region_mean,regions rejected as near-black,0,count
left_gripper,8,region_mean,blue ratio threshold,1.25,-
left_gripper,8,region_mean,red ratio threshold,1.8,-
left_gripper,8,region_mean,near-black floor,25,0-255
left_gripper,9,minarearect,contours measured,1,count
left_gripper,9,minarearect,aspect gate for publishing yaw,1.15,-
left_gripper,9,minarearect,yaws published,0,count
left_gripper,9,minarearect,yaws withheld as degenerate,1,count
left_gripper,10,size_at_range,fx used,1298,px
left_gripper,10,size_at_range,assumed object width,40,mm
left_gripper,10,size_at_range,near limit of the window,0.25,m
left_gripper,10,size_at_range,far limit of the window,1.5,m
left_gripper,10,size_at_range,blobs tested,1,count
left_gripper,10,size_at_range,blobs accepted,0,count
left_gripper,10,size_at_range,blobs rejected,1,count
left_gripper,11,fastsam,regions returned,30,count
left_gripper,11,fastsam,largest region,455688,px
left_gripper,11,fastsam,largest as a fraction of the frame,49.45,%
left_gripper,11,fastsam,smallest region,323,px
left_gripper,11,fastsam,median region,1.042e+04,px
left_gripper,11,fastsam,inference time,10.91,s
left_gripper,11,fastsam,input size,1024,px
left_gripper,11,fastsam,confidence threshold,0.25,-
left_gripper,11,fastsam,NMS IoU,0.7,-
left_gripper,11,fastsam,device,cpu,-
left_gripper,12,area_filter,regions in,30,count
left_gripper,12,area_filter,kept,28,count
left_gripper,12,area_filter,rejected as noise,0,count
left_gripper,12,area_filter,rejected as too large,2,count
left_gripper,12,area_filter,lower bound,60,px
left_gripper,12,area_filter,upper bound,322560,px
left_gripper,12,area_filter,upper bound as a fraction,0.35,-
left_gripper,15,raw_depth,depth width,480,px
left_gripper,15,raw_depth,depth height,270,px
left_gripper,15,raw_depth,pixels with a return,115256,px
left_gripper,15,raw_depth,that fraction,88.93,%
left_gripper,15,raw_depth,median range,2.214,m
left_gripper,15,raw_depth,5th percentile,0.425,m
left_gripper,15,raw_depth,95th percentile,5.377,m
left_gripper,15,raw_depth,nearest return,0.363,m
left_gripper,15,raw_depth,furthest return,10.565,m
left_gripper,15,raw_depth,returns inside the working gate,54570,px
left_gripper,15,raw_depth,gate near,0.08,m
left_gripper,15,raw_depth,gate far,1.5,m
left_gripper,16,alignment,points projected,66597,count
left_gripper,16,alignment,points falling outside the colour frame,48069,count
left_gripper,16,alignment,colour pixels given a depth,7.22,%
left_gripper,16,alignment,baseline x,-27.06,mm
left_gripper,16,alignment,baseline y,-9.97,mm
left_gripper,16,alignment,baseline z,-4.71,mm
left_gripper,16,alignment,rotation assumed,identity,-
left_gripper,17,deprojection,points lifted,54570,count
left_gripper,17,deprojection,fx,360.013,px
left_gripper,17,deprojection,fy,360.013,px
left_gripper,17,deprojection,cx,243.872,px
left_gripper,17,deprojection,cy,137.922,px
left_gripper,17,deprojection,X minimum,-0.4183,m
left_gripper,17,deprojection,X maximum,0.4197,m
left_gripper,17,deprojection,Y minimum,-0.067,m
left_gripper,17,deprojection,Y maximum,0.2629,m
left_gripper,17,deprojection,Z minimum,0.363,m
left_gripper,17,deprojection,Z maximum,0.86,m
left_gripper,17,deprojection,centroid X,0.0125,m
left_gripper,17,deprojection,centroid Y,0.0816,m
left_gripper,17,deprojection,centroid Z,0.5672,m
left_gripper,18,ransac,normal x,-0.2487,-
left_gripper,18,ransac,normal y,-0.8833,-
left_gripper,18,ransac,normal z,-0.3975,-
left_gripper,18,ransac,offset d,0.2947,m
left_gripper,18,ransac,points fitted,54570,count
left_gripper,18,ransac,points scored,54570,count
left_gripper,18,ransac,inliers,40560,count
left_gripper,18,ransac,inlier fraction,74.33,%
left_gripper,18,ransac,residual RMS,1.408,mm
left_gripper,18,ransac,inlier tolerance,6,mm
left_gripper,18,ransac,RANSAC iterations,400,count
left_gripper,18,ransac,angle to the optical axis,66.58,deg
left_gripper,19,pca_refine,normal moved,0,deg
left_gripper,19,pca_refine,RMS before refinement,1.408,mm
left_gripper,19,pca_refine,RMS after refinement,1.408,mm
left_gripper,19,pca_refine,inliers with the matched pair,40560,count
left_gripper,19,pca_refine,inliers with a mixed normal and offset,40560,count
left_gripper,19,pca_refine,inliers lost by mixing,0,count
left_gripper,20,height_map,height threshold,5,mm
left_gripper,20,height_map,points above it,9610,count
left_gripper,20,height_map,that fraction,17.61,%
left_gripper,20,height_map,tallest point,94.18,mm
left_gripper,20,height_map,lowest point,-327.72,mm
left_gripper,20,height_map,median height,0.134,mm
left_gripper,21,mode_surface,bin width,2,mm
left_gripper,21,mode_surface,points binned,54570,count
left_gripper,21,mode_surface,share in the fullest bin,39.98,%
left_gripper,21,mode_surface,share required,20,%
left_gripper,21,mode_surface,modal bin centre,-0.2954,m
left_gripper,21,mode_surface,refined estimate,-0.2948,m
left_gripper,21,mode_surface,spread of the inliers,1.397,mm
left_gripper,21,mode_surface,inlier band,6,mm
left_gripper,21,mode_surface,a plain mean would say,-0.3007,m
left_gripper,21,mode_surface,that mean's error,5.86,mm
left_gripper,21,mode_surface,RANSAC's own offset,-0.2947,m
left_gripper,21,mode_surface,the two estimators differ by,0.097,mm
left_gripper,23,cube_measurement,object points,1085,count
left_gripper,23,cube_measurement,points that are the colour but ON the plane,1190,count
left_gripper,23,cube_measurement,points off the plane but not the colour,8525,count
left_gripper,23,cube_measurement,top above the plane,58.37,mm
left_gripper,23,cube_measurement,median height,32.28,mm
left_gripper,23,cube_measurement,centre x,0.0708,m
left_gripper,23,cube_measurement,centre y,0.0472,m
left_gripper,23,cube_measurement,centre z,0.5189,m
left_gripper,23,cube_measurement,range to the centre,0.5258,m
left_gripper,23,cube_measurement,plane RMS,1.408,mm
left_gripper,23,cube_measurement,plane inlier fraction,0.7433,-
left_gripper,23,cube_measurement,minimum points the pick requires,60,count
left_gripper,24,layers,region area,106510,px
left_gripper,24,layers,points lifted from it,7484,count
