source,stage_num,stage,quantity,value,unit
right_gripper,17,deprojection,Z maximum,0.927,m
right_gripper,17,deprojection,centroid X,0.0297,m
right_gripper,17,deprojection,centroid Y,0.0903,m
right_gripper,17,deprojection,centroid Z,0.5407,m
right_gripper,18,ransac,normal x,0.1263,-
right_gripper,18,ransac,normal y,-0.9409,-
right_gripper,18,ransac,normal z,-0.3143,-
right_gripper,18,ransac,offset d,0.2981,m
right_gripper,18,ransac,points fitted,42779,count
right_gripper,18,ransac,points scored,42779,count
right_gripper,18,ransac,inliers,22584,count
right_gripper,18,ransac,inlier fraction,52.79,%
right_gripper,18,ransac,residual RMS,1.593,mm
right_gripper,18,ransac,inlier tolerance,6,mm
right_gripper,18,ransac,RANSAC iterations,400,count
right_gripper,18,ransac,angle to the optical axis,71.68,deg
right_gripper,19,pca_refine,normal moved,0,deg
right_gripper,19,pca_refine,RMS before refinement,1.593,mm
right_gripper,19,pca_refine,RMS after refinement,1.593,mm
right_gripper,19,pca_refine,inliers with the matched pair,22584,count
right_gripper,19,pca_refine,inliers with a mixed normal and offset,22584,count
right_gripper,19,pca_refine,inliers lost by mixing,0,count
right_gripper,20,height_map,height threshold,5,mm
right_gripper,20,height_map,points above it,20193,count
right_gripper,20,height_map,that fraction,47.203,%
right_gripper,20,height_map,tallest point,357.11,mm
right_gripper,20,height_map,lowest point,-30.29,mm
right_gripper,20,height_map,median height,2.195,mm
right_gripper,21,mode_surface,bin width,2,mm
right_gripper,21,mode_surface,points binned,42779,count
right_gripper,21,mode_surface,share in the fullest bin,24.61,%
right_gripper,21,mode_surface,share required,20,%
right_gripper,21,mode_surface,modal bin centre,-0.2973,m
right_gripper,21,mode_surface,refined estimate,-0.2981,m
right_gripper,21,mode_surface,spread of the inliers,1.651,mm
right_gripper,21,mode_surface,inlier band,6,mm
right_gripper,21,mode_surface,a plain mean would say,-0.2512,m
right_gripper,21,mode_surface,that mean's error,46.95,mm
right_gripper,21,mode_surface,RANSAC's own offset,-0.298,m
right_gripper,21,mode_surface,the two estimators differ by,0.071,mm
right_gripper,22,on_surface,pieces standing on the surface,7,count
right_gripper,22,on_surface,height threshold,5,mm
right_gripper,22,on_surface,largest piece,152263,px
right_gripper,22,on_surface,tallest piece,227.7,mm
right_gripper,23,cube_measurement,object points,160,count
right_gripper,23,cube_measurement,points that are the colour but ON the plane,708,count
right_gripper,23,cube_measurement,points off the plane but not the colour,20033,count
right_gripper,23,cube_measurement,top above the plane,55.01,mm
right_gripper,23,cube_measurement,median height,19.57,mm
right_gripper,23,cube_measurement,centre x,0.0511,m
right_gripper,23,cube_measurement,centre y,0.0519,m
right_gripper,23,cube_measurement,centre z,0.726,m
right_gripper,23,cube_measurement,range to the centre,0.7296,m
right_gripper,23,cube_measurement,plane RMS,1.593,mm
right_gripper,23,cube_measurement,plane inlier fraction,0.5279,-
right_gripper,23,cube_measurement,minimum points the pick requires,60,count
right_gripper,24,layers,region area,265965,px
right_gripper,24,layers,points lifted from it,159236,count
right_gripper,24,layers,points above the plane,68870,count
right_gripper,24,layers,pixels removed by the 1 px erosion,3748,px
right_gripper,24,layers,layers found,3,count
right_gripper,24,layers,lowest point,4,mm
right_gripper,24,layers,highest point,64.23,mm
right_gripper,25,min_width,instance points,68870,count
right_gripper,25,min_width,"minimum width, rotating calipers",191.96,mm
right_gripper,25,min_width,at this angle in the plane,170,deg
right_gripper,25,min_width,"PCA short axis, THE CONTROL",221.34,mm
right_gripper,25,min_width,"axis-aligned box, THE CONTROL",241.74,mm
right_gripper,25,min_width,PCA overstates by,29.39,mm
right_gripper,25,min_width,long axis,390.41,mm
right_gripper,25,min_width,height,60.23,mm
right_gripper,25,min_width,jaw span,85,mm
right_gripper,25,min_width,graspable as it lies,no,-
right_gripper,25,min_width,sweep step,0.5,deg
right_gripper,26,nested,instances in,25,count
right_gripper,26,nested,kept,20,count
right_gripper,26,nested,dropped as already explained,5,count
right_gripper,26,nested,voxel size,5,mm
right_gripper,26,nested,overlap fraction that rejects,0.55,-
right_gripper,29,table,points on the surface,175957,count
right_gripper,29,table,surface extent along its first axis,0.4284,m
right_gripper,29,table,surface extent along its second axis,0.4671,m
right_gripper,29,table,area spanned,0.2001,m2
right_gripper,29,table,perpendicular distance from the camera,0.2902,m
right_gripper,29,table,distance to the middle of that extent,0.6679,m
right_gripper,29,table,nearest point on the surface,0.4645,m
right_gripper,29,table,furthest point on the surface,0.9372,m
right_gripper,29,table,tilt from the optical axis,71.71,deg
right_gripper,29,table,"flatness, RMS of the inliers",1.688,mm
right_gripper,30,boxes3d,objects posed,12,count
right_gripper,30,boxes3d,nearest object,0.3869,m
right_gripper,30,boxes3d,furthest object,0.8966,m
right_gripper,30,boxes3d,largest footprint,599.6,mm
right_gripper,30,boxes3d,tallest object,223.9,mm
right_gripper,30,boxes3d,graspable within the 85 mm jaw,7,count
right_gripper,31,distances,objects measured,10,count
right_gripper,31,distances,nearest object,0.3936,m
right_gripper,31,distances,furthest object,0.8966,m
right_gripper,31,distances,closest pair,0.0057,m
right_gripper,31,distances,tightest free gap,0,m
right_gripper,31,distances,what the origin IS,"the wrist camera, so range is distance from the HAND",-
right_gripper,33,self_view,pixels nearer than the gate,0,px
right_gripper,33,self_view,that fraction,0,%
right_gripper,33,self_view,nearest return of all,0.299,m
right_gripper,33,self_view,blobs of near return,0,count
right_gripper,33,self_view,this camera is on the hand,yes,-
right_gripper,33,self_view,near edge of this camera's band,0.08,m
